Sample,RT,mz,RTobs,dRT,mzobs,dppm,intensity,area,compound
PRISM|7744,432.6,369.3519,432.401322,-0.198678000000029,369.3522644042969,0.959063079989137,736979.0,1241356.114440656,cholesterol
PRISM|7744,420.0,385.3465,419.561616,-0.438383999999985,385.3469543457031,1.205455944698602,29097870.0,55773276.41863289,cholestenone
PRISM|7744,450.0,371.3583,449.253372,-0.746627999999987,371.35845947265625,0.566394467159494,2392988.0,3744288.492696362,coprostanol
PRISM|9011,432.6,369.3519,432.401982,-0.198018000000047,369.352294921875,1.041687748022522,7818288.0,13742128.52445909,cholesterol
PRISM|9011,420.0,385.3465,419.02737,-0.972629999999981,385.34747314453125,2.393383360349192,117848.6,130518.9094603446,cholestenone
PRISM|9011,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7150,432.6,369.3519,432.66912,0.069119999999998,369.3522644042969,0.959063079989137,6208907.0,10909857.57758173,cholesterol
PRISM|7150,420.0,385.3465,419.294502,-0.705497999999977,385.3470764160156,1.44304142782872,148169400.0,233357120.8822066,cholestenone
PRISM|7150,450.0,371.3583,448.718742,-1.28125799999998,371.3584289550781,0.785536488143619,3751699.0,4415216.857989673,coprostanol
PRISM|8784,432.6,369.3519,432.936444,0.336443999999972,369.3523254394531,1.206937084089292,41174500.0,78263465.4695702,cholesterol
PRISM|8784,420.0,385.3465,419.829348,-0.170652000000018,385.3469543457031,1.231854331614718,159372100.0,317443734.6074167,cholestenone
PRISM|8784,450.0,371.3583,449.52111,-0.478889999999979,371.3585205078125,0.566394467159494,1745489.0,3010504.15799661,coprostanol
PRISM|7955,432.6,369.3519,433.739184,1.139184,369.3524169921875,1.344644864247534,1452984.0,1801984.58818818,cholesterol
PRISM|7955,420.0,385.3465,420.631968,0.631967999999972,385.3472900390625,2.155797877219074,97264890.0,183821767.4578797,cholestenone
PRISM|7955,450.0,371.3583,450.858636,0.85863599999999,371.3586120605469,0.675965477651557,2293762.0,3650793.248956141,coprostanol
PRISM|7906,432.6,369.3519,433.472826,0.872825999999975,369.3524475097656,1.454811088189447,9539182.0,15009695.63535297,cholesterol
PRISM|7906,420.0,385.3465,420.098214,0.098213999999984,385.3473205566406,2.129399490155446,137526000.0,291160329.9839038,cholestenone
PRISM|7906,450.0,371.3583,449.789976,-0.210023999999976,371.3590087890625,1.826461087282471,2114435.0,3781481.337905656,coprostanol
PRISM|8101,432.6,369.3519,433.20507,0.605069999999955,369.3525695800781,1.757768204414459,650662.2,1234531.700921243,cholesterol
PRISM|8101,420.0,385.3465,420.365364,0.365364,385.3472900390625,2.208594651198818,21631600.0,43090212.62403888,cholestenone
PRISM|8101,450.0,371.3583,450.057126,0.057125999999982,371.359130859375,1.963424850282748,799790.4,1437763.242381194,coprostanol
PRISM|8452,432.6,369.3519,432.669912,0.069911999999988,369.3526611328125,1.978100652452185,11159270.0,21986060.33077388,cholesterol
PRISM|8452,420.0,385.3465,419.56269,-0.437310000000025,385.3475036621094,2.63096884347931,736867.5,1365120.402749056,cholestenone
PRISM|8452,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7897,432.6,369.3519,433.204722,0.604721999999981,369.3525695800781,1.950559096389757,31224800.0,57951513.47401832,cholesterol
PRISM|7897,420.0,385.3465,419.83011,-0.169890000000009,385.34747314453125,2.498976908308681,5692712.0,11377280.52082346,cholestenone
PRISM|7897,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7506,432.6,369.3519,433.204626,0.604625999999996,369.3526916503906,2.115808432456527,6882237.0,10510127.60826717,cholesterol
PRISM|7506,420.0,385.3465,420.364914,0.364913999999999,385.3475646972656,2.815757552482171,74348030.0,149302458.4787884,cholestenone
PRISM|7506,450.0,371.3583,450.056676,0.056675999999982,371.35894775390625,2.100388613436093,862700.2,1564362.579642937,coprostanol
PRISM|7948,432.6,369.3519,432.673476,0.073475999999971,369.3526916503906,2.033183764423142,73690230.0,149349895.9820089,cholesterol
PRISM|7948,420.0,385.3465,420.368796,0.368795999999975,385.3475646972656,2.736562391438798,27273520.0,54134937.52938651,cholestenone
PRISM|7948,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8534,432.6,369.3519,433.20477,0.604769999999974,369.3525695800781,1.867934428356372,13285240.0,20413112.88528278,cholesterol
PRISM|8534,420.0,385.3465,420.365064,0.365064000000018,385.3474426269531,2.340586586221935,820623.2,1587378.508810673,cholestenone
PRISM|8534,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8815,432.6,369.3519,432.9378,0.337799999999959,369.3526306152344,1.978100652452185,39237150.0,71687963.1788029,cholesterol
PRISM|8815,420.0,385.3465,420.365604,0.365604000000019,385.3476257324219,2.921351100589172,1482070.0,2987818.275816748,cholestenone
PRISM|8815,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8462,432.6,369.3519,431.866968,-0.733032000000037,369.3527526855469,2.336140880648153,92486480.0,148930762.0292641,cholesterol
PRISM|8462,420.0,385.3465,419.294772,-0.705227999999977,385.3475341796875,2.868554326609428,11058550.0,17631906.2864217,cholestenone
PRISM|8462,450.0,371.3583,451.393926,1.393926000000022,371.3592529296875,2.566065407759487,15952.62,0.0,coprostanol
