Sample,RT,mz,RTobs,dRT,mzobs,dppm,intensity,area,compound
PRISM|8805,420.0,385.3465,419.295012,-0.704988000000014,385.34698486328125,1.363846266785348,1025098.0,1591252.308170256,cholestenone
PRISM|8805,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8573,432.6,369.3519,432.134238,-0.465762000000041,369.3518371582031,-0.05997449232001,25086060.0,41218527.50500437,cholesterol
PRISM|8573,420.0,385.3465,419.294652,-0.705348000000015,385.3467102050781,0.783081752418111,40120570.0,60746614.32689866,cholestenone
PRISM|8573,450.0,371.3583,449.253804,-0.746195999999998,371.358154296875,-0.186906229571629,29744.71,35470.08276640332,coprostanol
PRISM|8754,432.6,369.3519,433.471266,0.871265999999991,369.3523254394531,0.821355299984796,663469.7,1087297.263875723,cholesterol
PRISM|8754,420.0,385.3465,419.829138,-0.170862,385.34686279296875,1.073464009527973,34758340.0,71674812.00206982,cholestenone
PRISM|8754,450.0,371.3583,449.520894,-0.479106000000002,371.3584289550781,0.073324920174816,1529069.0,2729251.961847165,coprostanol
PRISM|7843,432.6,369.3519,432.402192,-0.197808000000009,369.35211181640625,0.518398183913684,5018971.0,8845394.642832724,cholesterol
PRISM|7843,420.0,385.3465,419.027574,-0.972425999999985,385.3467712402344,0.651089817394994,2281153.0,3184359.955107337,cholestenone
PRISM|7843,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8523,432.6,369.3519,432.40143,-0.198570000000018,369.3519592285156,0.10527484374676,9649501.0,17947866.95431956,cholesterol
PRISM|8523,420.0,385.3465,419.56173,-0.438269999999989,385.3467102050781,0.571894656351621,15497750.0,26985924.88689628,cholestenone
PRISM|8523,450.0,371.3583,449.520996,-0.479003999999975,371.3583984375,-0.00885333765596314,131110.2,164276.2339940851,coprostanol
PRISM|8878,432.6,369.3519,432.152046,-0.447954000000038,369.3519287109375,0.077733287684331,61617380.0,108911351.406106,cholesterol
PRISM|8878,420.0,385.3465,419.31234,-0.687659999999994,385.3467102050781,0.545496269287993,10751800.0,19687863.86758345,cholestenone
PRISM|8878,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|9030,432.6,369.3519,432.401646,-0.198353999999995,369.3518371582031,-0.252765384449209,13637180.0,25412690.95535794,cholesterol
PRISM|9030,420.0,385.3465,419.561934,-0.438065999999992,385.3465576171875,0.149520464071129,1700335.0,3270495.748604589,cholestenone
PRISM|9030,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8589,432.6,369.3519,432.669654,0.069653999999957,369.3517150878906,-0.693430280678562,6830726.0,13074513.55253568,cholesterol
PRISM|8589,420.0,385.3465,419.294916,-0.705083999999999,385.34649658203125,-0.06166663199536,88032300.0,148115979.3931885,cholestenone
PRISM|8589,450.0,371.3583,449.521704,-0.478296,371.3581237792969,-0.419744626809861,1574131.0,2556430.828930317,coprostanol
PRISM|8847,432.6,369.3519,432.138066,-0.461934000000042,369.3517150878906,-0.638347168553705,49143960.0,88350454.14835943,cholesterol
PRISM|8847,420.0,385.3465,419.565876,-0.434123999999997,385.346435546875,-0.06166663199536,42939010.0,78502270.80281976,cholestenone
PRISM|8847,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7408,432.6,369.3519,432.668892,0.068892000000005,369.3515625,-0.968845840687245,822332.8,1611842.551229046,cholesterol
PRISM|7408,420.0,385.3465,419.8293,-0.170700000000011,385.3465576171875,0.043926915964128,28151320.0,56088905.00360515,cholestenone
PRISM|7408,450.0,371.3583,449.521068,-0.478931999999986,371.3578186035156,-1.186741699795091,352939.2,606061.3924362233,coprostanol
PRISM|8336,432.6,369.3519,432.940266,0.340265999999986,369.35162353515625,-0.831138060682903,4592331.0,8591902.867254868,cholesterol
PRISM|8336,420.0,385.3465,419.833164,-0.166835999999989,385.3464050292969,-0.06166663199536,1500228.0,2984019.737401476,cholestenone
PRISM|8336,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8849,432.6,369.3519,432.6738,0.073800000000006,369.3515930175781,-0.831138060682903,8162105.0,14700175.46358434,cholesterol
PRISM|8849,420.0,385.3465,419.83422,-0.165779999999984,385.34649658203125,-0.140861793038733,558630.6,1083376.606315732,cholestenone
PRISM|8849,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7547,432.6,369.3519,432.669396,0.069395999999983,369.35162353515625,-0.72097183658709,33176150.0,70094582.14374532,cholesterol
PRISM|7547,420.0,385.3465,419.294784,-0.705216000000007,385.3465576171875,-0.035268245079244,22205510.0,36287758.72683317,cholestenone
PRISM|7547,450.0,371.3583,449.254056,-0.745944000000009,371.3580017089844,-0.173209853317522,82452.18,115716.9721856968,coprostanol
PRISM|8565,432.6,369.3519,433.204026,0.604025999999976,369.3516540527344,-0.638347168553705,12104880.0,21867970.45498944,cholesterol
PRISM|8565,420.0,385.3465,419.829414,-0.170586000000014,385.346435546875,-0.19365856716599,1082318.0,2163704.335423517,cholestenone
PRISM|8565,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7662,432.6,369.3519,433.203714,0.603713999999968,369.35150146484375,-1.05147050872063,1019567.0,1910537.879417251,cholesterol
PRISM|7662,420.0,385.3465,419.561466,-0.438534000000004,385.3464050292969,-0.140861793038733,77629760.0,141116738.6507538,cholestenone
PRISM|7662,450.0,371.3583,449.253222,-0.746778000000006,371.35791015625,-1.049777936794815,3380336.0,5058151.46938758,coprostanol
PRISM|7941,432.6,369.3519,432.937692,0.337692000000004,369.3515930175781,-0.748513392649519,24209370.0,49157355.26840761,cholesterol
PRISM|7941,420.0,385.3465,419.563098,-0.436901999999975,385.346435546875,-0.035268245079244,11357830.0,20838941.88014977,cholestenone
PRISM|7941,450.0,371.3583,448.987338,-1.012661999999978,371.3592834472656,2.648243665590267,17338.26,21434.30954077681,coprostanol
PRISM|8511,432.6,369.3519,432.6732,0.073199999999986,369.3515930175781,-0.693430280678562,55659990.0,116507286.2067606,cholesterol
PRISM|8511,420.0,385.3465,419.030952,-0.969047999999987,385.34649658203125,-0.088065019058989,59343630.0,90585671.3000652,cholestenone
PRISM|8511,450.0,371.3583,449.525262,-0.474738000000002,371.3573303222656,-1.679811246779769,108244.5,152831.8582463204,coprostanol
PRISM|8776,432.6,369.3519,433.204626,0.604625999999996,369.3517150878906,-0.362931608545022,503786.0,913097.3939177665,cholesterol
PRISM|8776,420.0,385.3465,419.294982,-0.705017999999996,385.3465270996094,0.175918851134758,49780140.0,77214804.23187593,cholestenone
PRISM|8776,450.0,371.3583,449.521638,-0.478362000000004,371.3582458496094,-0.255388111148302,254298.2,416450.3146563263,coprostanol
PRISM|7852,432.6,369.3519,433.20426,0.604259999999954,369.3516845703125,-0.528180944611792,3766675.0,6547573.911600834,cholesterol
PRISM|7852,420.0,385.3465,419.829522,-0.170478000000003,385.3465270996094,-0.088065019058989,37977350.0,72894665.3038497,cholestenone
PRISM|7852,450.0,371.3583,449.788788,-0.211211999999989,371.3578796386719,-1.241527205117657,483508.6,825714.7773997952,coprostanol
PRISM|8785,432.6,369.3519,432.679032,0.079031999999984,369.35174560546875,-0.39047316445355,15964730.0,32099524.27199696,cholesterol
PRISM|8785,420.0,385.3465,419.57181,-0.428189999999972,385.3465270996094,0.149520464071129,127373900.0,255953922.5662091,cholestenone
PRISM|8785,450.0,371.3583,449.263572,-0.736427999999989,371.35809326171875,-0.255388111148302,533329.1,881152.663828499,coprostanol
PRISM|7862,432.6,369.3519,432.670296,0.070295999999985,369.3517761230469,-0.362931608545022,24193040.0,48334173.86306114,cholesterol
PRISM|7862,420.0,385.3465,419.563074,-0.436926000000028,385.3464660644531,-0.088065019058989,23367820.0,42314923.66892351,cholestenone
PRISM|7862,450.0,371.3583,448.719804,-1.280195999999989,371.3591613769531,0.922500251143895,39708.22,26310.52694704391,coprostanol
PRISM|7908,432.6,369.3519,432.133608,-0.466392000000042,369.35174560546875,-0.307848496420165,21723760.0,37658502.04641866,cholesterol
PRISM|7908,420.0,385.3465,419.29389,-0.706110000000024,385.34649658203125,-0.06166663199536,30006880.0,49230484.0375451,cholestenone
PRISM|7908,450.0,371.3583,449.253174,-0.746825999999999,371.3582763671875,0.648572724990274,85265.97,111448.2022073446,coprostanol
PRISM|8605,432.6,369.3519,432.670326,0.070325999999966,369.3517761230469,-0.39047316445355,10654400.0,20610383.28232212,cholesterol
PRISM|8605,420.0,385.3465,419.563116,-0.436884000000021,385.34674072265625,0.703886591374738,386937.9,650548.5230378414,cholestenone
PRISM|8605,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8406,432.6,369.3519,432.673944,0.073943999999983,369.351806640625,-0.197682272478252,30652380.0,57026181.6414181,cholesterol
PRISM|8406,420.0,385.3465,419.566716,-0.433284000000015,385.34661865234375,0.25511401217813,5240891.0,9411730.75405708,cholestenone
PRISM|8406,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7759,432.6,369.3519,432.401406,-0.198594000000014,369.3516540527344,-0.72097183658709,13628940.0,23741083.54749203,cholesterol
PRISM|7759,420.0,385.3465,419.56182,-0.438179999999988,385.3465270996094,0.175918851134758,1428789.0,2621926.112624621,cholestenone
PRISM|7759,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8264,432.6,369.3519,433.20975,0.609749999999963,369.3517761230469,-0.280306940511637,1269712.0,2190908.855094758,cholesterol
PRISM|8264,420.0,385.3465,420.10266,0.102660000000014,385.34698486328125,0.941472074504856,232473.8,495642.1074169454,cholestenone
PRISM|8264,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8932,432.6,369.3519,432.937056,0.337055999999961,369.351806640625,-0.307848496420165,1388948.0,2553980.693420975,cholesterol
PRISM|8932,420.0,385.3465,419.829834,-0.170165999999995,385.3465881347656,0.123122077007501,9619443.0,19203711.26576833,cholestenone
PRISM|8932,450.0,371.3583,450.591516,0.591516000000013,371.3579406738281,-0.58410114247142,154408.3,219992.7472106613,coprostanol
PRISM|8774,432.6,369.3519,432.669048,0.069047999999952,369.3518981933594,-0.05997449232001,35637180.0,74840375.8344843,cholesterol
PRISM|8774,420.0,385.3465,419.829342,-0.170658000000003,385.3467102050781,0.624691430331365,337569100.0,677488027.1003497,cholestenone
PRISM|8774,450.0,371.3583,449.788614,-0.211386000000005,371.3584899902344,0.566394467159494,1142625.0,1999569.246015549,coprostanol
PRISM|9033,432.6,369.3519,433.214352,0.614351999999997,369.351806640625,-0.115057604444867,589518.0,995957.6318956986,cholesterol
PRISM|9033,420.0,385.3465,419.572218,-0.427781999999979,385.3466491699219,0.387105947201247,26459960.0,54274744.2469802,cholestenone
PRISM|9033,450.0,371.3583,449.79888,-0.201120000000003,371.3581237792969,-0.474530131979358,1874300.0,3282979.160066594,coprostanol
PRISM|7911,432.6,369.3519,433.20702,0.607019999999977,369.3521423339844,0.601022851947069,52763390.0,97511170.41062865,cholesterol
PRISM|7911,420.0,385.3465,419.832276,-0.167724000000021,385.34674072265625,0.67748820431111,14886610.0,28227401.65360747,cholestenone
PRISM|7911,450.0,371.3583,450.326586,0.32658600000002,371.3582458496094,-0.186906229571629,16838.16,4068.6619469589923,coprostanol
PRISM|8592,432.6,369.3519,432.669162,0.069161999999949,369.3519287109375,0.050191731621903,58258540.0,121082655.8912823,cholesterol
PRISM|8592,420.0,385.3465,419.56206,-0.437940000000026,385.3467712402344,0.67748820431111,26323880.0,47161860.2840339,cholestenone
PRISM|8592,450.0,371.3583,448.9863,-1.013699999999972,371.3583984375,0.347252446328438,41207.69,37156.61173943839,coprostanol
PRISM|8361,432.6,369.3519,432.947706,0.34770599999996,369.3519287109375,0.10527484374676,46749090.0,89224638.81166847,cholesterol
PRISM|8361,420.0,385.3465,420.375636,0.375635999999986,385.3467712402344,0.67748820431111,7206148.0,14263734.44345273,cholestenone
PRISM|8361,450.0,371.3583,450.067266,0.067266000000018,371.35882568359375,1.415569798128573,18790.4,21840.06866203166,coprostanol
PRISM|8275,432.6,369.3519,432.673704,0.073703999999964,369.35198974609375,0.242982623751101,22398550.0,45124204.57610686,cholesterol
PRISM|8275,420.0,385.3465,419.566608,-0.433392000000026,385.34674072265625,0.809480139481739,20767430.0,39233958.59018721,cholestenone
PRISM|8275,450.0,371.3583,449.525754,-0.474245999999994,371.3583679199219,-0.337566368979082,60911.53,102561.5622631515,coprostanol
PRISM|8475,432.6,369.3519,432.669876,0.069875999999965,369.35186767578125,-0.05997449232001,68733000.0,145472080.5252963,cholesterol
PRISM|8475,420.0,385.3465,420.097686,0.09768600000001,385.3467102050781,0.598293043267737,7271997.0,16019110.56008119,cholestenone
PRISM|8475,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8795,432.6,369.3519,433.207956,0.607956000000002,369.3518371582031,-0.22522382838678,20159330.0,34017841.20083728,cholesterol
PRISM|8795,420.0,385.3465,420.10086,0.100860000000012,385.34686279296875,0.888675300525112,7123159.0,16102779.33646492,cholestenone
PRISM|8795,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8800,432.6,369.3519,433.47321,0.873209999999972,369.3521423339844,0.518398183913684,26606210.0,41151650.26638627,cholesterol
PRISM|8800,420.0,385.3465,420.098604,0.098604000000023,385.346923828125,1.205455944698602,2816509.0,5916945.133597054,cholestenone
PRISM|8800,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8496,432.6,369.3519,433.207998,0.607997999999952,369.3520202636719,0.298065735722058,23768650.0,42065797.60040626,cholesterol
PRISM|8496,420.0,385.3465,420.100908,0.100908000000004,385.3466796875,0.598293043267737,7400924.0,15649615.5194519,cholestenone
PRISM|8496,450.0,371.3583,449.525154,-0.474846000000014,371.3583068847656,0.456823456820501,20171.83,29309.73153812668,coprostanol
PRISM|8882,432.6,369.3519,432.936834,0.336833999999953,369.3519287109375,0.132816399655288,8437705.0,14649745.09776745,cholesterol
PRISM|8882,420.0,385.3465,419.829612,-0.170388000000003,385.3466491699219,0.67748820431111,376340.9,634586.969706612,cholestenone
PRISM|8882,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|9074,432.6,369.3519,433.73964,1.139639999999986,369.3517150878906,-0.252765384449209,682879.5,901574.7080879057,cholesterol
PRISM|9074,420.0,385.3465,419.830002,-0.169998000000021,385.3465881347656,0.387105947201247,6404349.0,12844583.80768657,cholestenone
PRISM|9074,450.0,371.3583,450.59169,0.591690000000028,371.35784912109375,-0.6662794003022,105854.8,165114.2541667822,coprostanol
PRISM|8106,432.6,369.3519,432.669834,0.069833999999958,369.3519592285156,0.242982623751101,46328780.0,94976157.20772012,cholesterol
PRISM|8106,420.0,385.3465,419.830248,-0.169752000000017,385.3467712402344,0.651089817394994,2956739.0,5993290.061103015,cholestenone
PRISM|8106,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8807,432.6,369.3519,433.471824,0.871824000000004,369.3520202636719,0.353148847846915,16695760.0,23783767.73213562,cholesterol
PRISM|8807,420.0,385.3465,420.364728,0.364728000000014,385.346923828125,1.047065622611857,1670227.0,3337629.048092674,cholestenone
PRISM|8807,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7238,432.6,369.3519,432.669612,0.06961199999995,369.35205078125,0.353148847846915,34239960.0,73821242.36618398,cholesterol
PRISM|7238,420.0,385.3465,419.829906,-0.170094000000006,385.3467102050781,0.783081752418111,2894710.0,5611667.790490468,cholestenone
PRISM|7238,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8458,432.6,369.3519,432.402006,-0.197994000000051,369.35211181640625,0.353148847846915,13497050.0,27041881.08629677,cholesterol
PRISM|8458,420.0,385.3465,419.29491,-0.705089999999984,385.3468017578125,0.835878526397855,38924460.0,65221333.18645723,cholestenone
PRISM|8458,450.0,371.3583,448.986666,-1.013333999999986,371.3584899902344,0.62117997248206,582246.3,691676.7215954934,coprostanol
PRISM|8477,432.6,369.3519,432.941184,0.341183999999998,369.35211181640625,0.435773515880299,13175260.0,24690307.32724717,cholesterol
PRISM|8477,420.0,385.3465,419.566578,-0.433422000000007,385.34698486328125,1.205455944698602,5651056.0,10761648.74045857,cholestenone
PRISM|8477,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8503,432.6,369.3519,432.402,-0.198000000000036,369.3521423339844,0.656105963918026,5648584.0,10107857.32740592,cholesterol
PRISM|8503,420.0,385.3465,419.562294,-0.437705999999992,385.3467712402344,0.783081752418111,969085700.0,1784491933.873543,cholestenone
PRISM|8503,450.0,371.3583,449.254056,-0.745944000000009,371.3584289550781,0.456823456820501,6657924.0,10168121.18575409,coprostanol
PRISM|9018,432.6,369.3519,434.04273,1.442729999999983,369.3511962890625,-2.153132749217063,331114.6,124186.7396885016,cholesterol
PRISM|9018,420.0,385.3465,421.47054,1.470540000000028,385.3459167480469,-1.619171465946697,323791.3,265423.7419554927,cholestenone
PRISM|9018,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|9010,432.6,369.3519,434.009844,1.409843999999964,369.3512268066406,-1.740009409050138,330935.5,203134.2533644076,cholesterol
PRISM|9010,420.0,385.3465,421.43766,1.437659999999994,385.345947265625,-1.487179530776068,15834790.0,12562176.36002405,cholestenone
PRISM|9010,450.0,371.3583,451.396938,1.396937999999977,371.35736083984375,-2.638557588240911,602139.0,489984.1648866467,coprostanol
PRISM|8629,432.6,369.3519,433.84089,1.240889999999979,369.3512268066406,-1.905258745116908,22232040.0,13145828.59523229,cholesterol
PRISM|8629,420.0,385.3465,421.2687,1.268700000000024,385.34588623046875,-1.407984369732696,1917382.0,1447052.184063422,cholestenone
PRISM|8629,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8778,432.6,369.3519,432.938256,0.338256000000001,369.35205078125,0.325607291784486,803014.6,1637319.408076686,cholesterol
PRISM|8778,420.0,385.3465,419.563518,-0.436482000000012,385.34710693359375,1.469439814744836,65076990.0,117091334.0655434,cholestenone
PRISM|8778,450.0,371.3583,448.720248,-1.279751999999974,371.3584289550781,0.374645198989721,6515924.0,7431228.776512287,coprostanol
PRISM|8728,432.6,369.3519,432.66909,0.06908999999996,369.3521728515625,0.656105963918026,1285803.0,2562925.383462364,cholesterol
PRISM|8728,420.0,385.3465,419.561874,-0.438126000000011,385.346923828125,1.099862396591601,156161200.0,280475716.1564149,cholestenone
PRISM|8728,450.0,371.3583,449.253636,-0.746364000000028,371.3585205078125,0.703358230312839,2849056.0,4585599.435023953,coprostanol
PRISM|9079,432.6,369.3519,432.403164,-0.196836000000019,369.3520812988281,0.408231959817871,752262.1,1475509.070163555,cholesterol
PRISM|9079,420.0,385.3465,419.028552,-0.971448000000009,385.346923828125,1.205455944698602,14581980.0,20520392.38954872,cholestenone
PRISM|9079,450.0,371.3583,449.52273,-0.477269999999976,371.3580017089844,-0.282780863656516,225672.4,337781.3589322985,coprostanol
PRISM|8332,432.6,369.3519,432.134922,-0.465078000000005,369.3521423339844,0.821355299984796,9062731.0,15215332.13743642,cholesterol
PRISM|8332,420.0,385.3465,419.295216,-0.704784000000018,385.3468933105469,0.9942688484846,175594300.0,286664694.1233877,cholestenone
PRISM|8332,450.0,371.3583,448.719462,-1.280537999999979,371.3585205078125,0.648572724990274,3202215.0,3629361.016509682,coprostanol
PRISM|7860,432.6,369.3519,432.669018,0.069017999999971,369.35211181640625,0.628564407855597,26115480.0,49755426.20733443,cholesterol
PRISM|7860,420.0,385.3465,419.561922,-0.438078000000019,385.3469543457031,1.099862396591601,18652300.0,32801522.33519723,cholestenone
PRISM|7860,450.0,371.3583,449.788584,-0.211415999999986,371.3586120605469,0.402037951497935,26916.28,32326.96457710258,coprostanol
PRISM|8377,432.6,369.3519,432.134802,-0.465198000000044,369.3523254394531,0.848896856047224,53293630.0,90335326.1322595,cholesterol
PRISM|8377,420.0,385.3465,418.76007,-1.239930000000015,385.34698486328125,1.337447879721719,40132700.0,49866122.07388802,cholestenone
PRISM|8377,450.0,371.3583,449.254368,-0.745632000000001,371.35870361328125,0.155503178005596,415558.2,566101.033138205,coprostanol
PRISM|8749,432.6,369.3519,432.669018,0.069017999999971,369.35205078125,0.380690403755443,6178051.0,11897291.74478184,cholesterol
PRISM|8749,420.0,385.3465,419.026758,-0.973242000000028,385.3467712402344,0.730284978438366,1262490.0,1786645.858317727,cholestenone
PRISM|8749,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8464,432.6,369.3519,432.670278,0.070277999999973,369.35211181640625,0.628564407855597,13021250.0,25782772.30459483,cholesterol
PRISM|8464,420.0,385.3465,419.563182,-0.436818000000017,385.3470764160156,1.44304142782872,1746080.0,3046907.841506055,cholestenone
PRISM|8464,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8803,432.6,369.3519,432.937164,0.337163999999973,369.35211181640625,0.656105963918026,16567070.0,32708386.76620235,cholesterol
PRISM|8803,420.0,385.3465,419.562546,-0.437454000000002,385.3470458984375,1.363846266785348,23055830.0,41432887.46221793,cholestenone
PRISM|8803,450.0,371.3583,450.05673,0.056730000000016,371.3580322265625,-0.269084487402409,20420.74,33481.68830125835,coprostanol
PRISM|7910,432.6,369.3519,432.134376,-0.465624000000048,369.35211181640625,0.711189075888982,2829412.0,4665394.427416826,cholesterol
PRISM|7910,420.0,385.3465,419.294796,-0.705203999999981,385.34710693359375,1.575033362851837,34295800.0,53385198.84060085,cholestenone
PRISM|7910,450.0,371.3583,449.253942,-0.746058000000005,371.358642578125,0.648572724990274,721567.6,946114.6657772183,coprostanol
PRISM|8441,432.6,369.3519,432.66978,0.06977999999998,369.35223388671875,0.959063079989137,1602989.0,3248057.951346556,cholesterol
PRISM|8441,420.0,385.3465,419.562558,-0.437441999999976,385.34722900390625,1.944610781005072,91355530.0,171959103.5889612,cholestenone
PRISM|8441,450.0,371.3583,448.719288,-1.280711999999994,371.3584289550781,0.347252446328438,4745691.0,5930171.582797395,coprostanol
PRISM|8802,432.6,369.3519,432.406812,-0.193188000000021,369.3521728515625,0.766272188013839,1000557.0,1836975.181597491,cholesterol
PRISM|8802,420.0,385.3465,419.0322,-0.967800000000011,385.3471374511719,1.548634975788209,119721400.0,164975190.3250561,cholestenone
PRISM|8802,450.0,371.3583,448.723962,-1.276038000000028,371.3587951660156,1.114249519466737,2737535.0,2964162.353889869,coprostanol
PRISM|8564,432.6,369.3519,432.401922,-0.19807800000001,369.35211181640625,0.573481295884641,23891750.0,39987745.96767928,cholesterol
PRISM|8564,420.0,385.3465,419.562348,-0.437652000000014,385.3470153808594,1.363846266785348,3437593.0,6077528.962915171,cholestenone
PRISM|8564,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8667,432.6,369.3519,433.204134,0.604133999999988,369.35235595703125,1.399727976218491,2375640.0,4192598.259040833,cholesterol
PRISM|8667,420.0,385.3465,419.829408,-0.170591999999999,385.3470764160156,1.548634975788209,1068045.0,2152547.678952371,cholestenone
PRISM|8667,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7870,432.6,369.3519,432.141402,-0.458597999999995,369.3521728515625,0.793813743922367,73294930.0,125276148.2035296,cholesterol
PRISM|7870,420.0,385.3465,419.301696,-0.698304000000007,385.34710693359375,1.522236588872093,111165100.0,177834074.9755327,cholestenone
PRISM|7870,450.0,371.3583,448.993452,-1.006548000000009,371.3583068847656,0.210288683328162,831802.3,1000647.722161877,coprostanol
PRISM|8283,432.6,369.3519,432.669372,0.069371999999987,369.3523254394531,1.014146192113994,61091370.0,132072443.0180995,cholesterol
PRISM|8283,420.0,385.3465,419.56215,-0.437850000000026,385.3470458984375,1.416643040765092,255341500.0,488855275.2206377,cholestenone
PRISM|8283,450.0,371.3583,449.521428,-0.478571999999986,371.3587646484375,1.004678508974675,1085641.0,1886240.401268849,coprostanol
PRISM|8696,432.6,369.3519,432.143652,-0.456348000000048,369.3522033691406,0.793813743922367,18596770.0,33896826.85458294,cholesterol
PRISM|8696,420.0,385.3465,419.571456,-0.428543999999988,385.34716796875,1.812618845981955,2548591.0,5186175.494383952,cholestenone
PRISM|8696,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7153,432.6,369.3519,432.941586,0.34158599999995,369.35223388671875,0.986604636051566,950985.0,1942362.091454079,cholesterol
PRISM|7153,420.0,385.3465,419.834496,-0.165503999999999,385.3470764160156,1.44304142782872,15930810.0,32247685.4924941,cholestenone
PRISM|7153,450.0,371.3583,449.793642,-0.206358000000023,371.3582763671875,-0.14581710065624,1445698.0,2636667.508011207,coprostanol
PRISM|7445,432.6,369.3519,432.936864,0.336863999999991,369.35223388671875,1.096770860147379,12120020.0,22993569.08339664,cholesterol
PRISM|7445,420.0,385.3465,419.294742,-0.705258000000015,385.34722900390625,1.865415619961699,2809949.0,4650242.450969345,cholestenone
PRISM|7445,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8758,432.6,369.3519,433.739208,1.139207999999996,369.3523254394531,1.179395528180764,5188923.0,5845066.151301061,cholesterol
PRISM|8758,420.0,385.3465,421.434534,1.434533999999985,385.34710693359375,1.469439814744836,614739.6,756383.8811767558,cholestenone
PRISM|8758,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|7899,432.6,369.3519,432.674472,0.074471999999957,369.3523254394531,1.262020196214149,24412080.0,48889239.2048679,cholesterol
PRISM|7899,420.0,385.3465,419.56725,-0.432749999999999,385.3471374511719,1.548634975788209,63418580.0,117959412.5851203,cholestenone
PRISM|7899,450.0,371.3583,449.526528,-0.473472000000015,371.3582458496094,-0.501922884640641,415722.8,715487.300096723,coprostanol
PRISM|7406,432.6,369.3519,433.203696,0.603695999999957,369.3522033691406,0.793813743922367,1425533.0,2462999.520608984,cholesterol
PRISM|7406,420.0,385.3465,419.829078,-0.170922000000019,385.34747314453125,2.287789812242191,209794.5,416623.7958617846,cholestenone
PRISM|7406,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8764,432.6,369.3519,433.204584,0.604583999999989,369.3522644042969,0.959063079989137,542589.6,1082980.270911651,cholesterol
PRISM|8764,420.0,385.3465,419.829978,-0.170022000000017,385.3470153808594,1.522236588872093,17762830.0,35747303.05457649,cholestenone
PRISM|8764,450.0,371.3583,450.32415,0.324149999999975,371.3582763671875,-0.06363884282546,1199265.0,2175720.8258771,coprostanol
PRISM|8095,432.6,369.3519,432.936408,0.336407999999949,369.35223388671875,0.903979968018181,8708196.0,15891132.63968401,cholesterol
PRISM|8095,420.0,385.3465,419.829312,-0.170687999999984,385.34710693359375,1.627830136831582,1730853.0,3474377.992543726,cholestenone
PRISM|8095,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
PRISM|8998,432.6,369.3519,433.204572,0.604571999999962,369.35235595703125,1.206937084089292,913730.5,1661232.278955966,cholesterol
PRISM|8998,420.0,385.3465,419.562444,-0.437555999999972,385.34735107421875,2.076602716175702,185106.0,268091.2134090245,cholestenone
PRISM|8998,450.0,371.3583,450.0,0.0,371.3583,0.0,0.0,0.0,coprostanol
